  4.000   4.500  0.00  0.30 -180.00 180.00  0.8  0.001         -99         -99         -99         -99
  4.500   5.000  0.00  0.30 -180.00 180.00  0.8  0.001         -99         -99         -99         -99
  5.000   5.500  0.00  0.30 -180.00 180.00  0.8  0.001         -99         -99         -99         -99
  5.500   6.000  0.00  0.30 -180.00 180.00  0.8  0.001         -99         -99         -99         -99
  6.000   7.000  0.00  0.30 -180.00 180.00  0.8  0.001         -99         -99         -99         -99
  7.000   8.000  0.00  0.30 -180.00 180.00  0.8  0.001         -99         -99         -99         -99
  8.000  10.000  0.00  0.30 -180.00 180.00  0.8  0.001         -99         -99         -99         -99
 10.000  15.000  0.00  0.30 -180.00 180.00  0.8  0.001         -99         -99         -99         -99
 15.000  20.000  0.00  0.30 -180.00 180.00  0.8  0.001         -99         -99         -99         -99
 20.000 500.000  0.00  0.30 -180.00 180.00  0.8  0.001         -99         -99         -99         -99
  4.000   4.500  0.30  0.60 -180.00 180.00  0.8  0.001         -99         -99         -99         -99
  4.500   5.000  0.30  0.60 -180.00 180.00  0.8  0.001         -99         -99         -99         -99
  5.000   5.500  0.30  0.60 -180.00 180.00  0.8  0.001         -99         -99         -99         -99
  5.500   6.000  0.30  0.60 -180.00 180.00  0.8  0.001         -99         -99         -99         -99
  6.000   7.000  0.30  0.60 -180.00 180.00  0.8  0.001         -99         -99         -99         -99
  7.000   8.000  0.30  0.60 -180.00 180.00  0.8  0.001         -99         -99         -99         -99
  8.000  10.000  0.30  0.60 -180.00 180.00  0.8  0.001         -99         -99         -99         -99
 10.000  15.000  0.30  0.60 -180.00 180.00  0.8  0.001         -99         -99         -99         -99
 15.000  20.000  0.30  0.60 -180.00 180.00  0.8  0.001         -99         -99         -99         -99
 20.000 500.000  0.30  0.60 -180.00 180.00  0.8  0.001         -99         -99         -99         -99
  4.000   4.500  0.60  0.90 -180.00 180.00  0.8  0.001         -99         -99         -99         -99
  4.500   5.000  0.60  0.90 -180.00 180.00  0.8  0.001         -99         -99         -99         -99
  5.000   5.500  0.60  0.90 -180.00 180.00  0.8  0.001         -99         -99         -99         -99
  5.500   6.000  0.60  0.90 -180.00 180.00  0.8  0.001         -99         -99         -99         -99
  6.000   7.000  0.60  0.90 -180.00 180.00  0.8  0.001         -99         -99         -99         -99
  7.000   8.000  0.60  0.90 -180.00 180.00  0.8  0.001         -99         -99         -99         -99
  8.000  10.000  0.60  0.90 -180.00 180.00  0.8  0.001         -99         -99         -99         -99
 10.000  15.000  0.60  0.90 -180.00 180.00  0.8  0.001         -99         -99         -99         -99
 15.000  20.000  0.60  0.90 -180.00 180.00  0.8  0.001         -99         -99         -99         -99
 20.000 500.000  0.60  0.90 -180.00 180.00  0.8  0.001         -99         -99         -99         -99
  4.000   4.500  0.90  1.20 -180.00 180.00  0.8  0.001         -99         -99         -99         -99
  4.500   5.000  0.90  1.20 -180.00 180.00  0.8  0.001         -99         -99         -99         -99
